stop1;stop2;temps
StopPoint:OCETrain TER-87783001;StopPoint:OCETrain TER-87783423;122
StopPoint:OCETrain TER-87783423;StopPoint:OCETrain TER-87783431;130
StopPoint:OCETrain TER-87783431;StopPoint:OCETrain TER-87783456;137
StopPoint:OCETrain TER-87783456;StopPoint:OCETrain TER-87783431;13
StopPoint:OCETrain TER-87781609;StopPoint:OCETrain TER-87781666;20
StopPoint:OCETrain TER-87781666;StopPoint:OCETrain TER-87781005;34
StopPoint:OCETrain TER-87590299;StopPoint:OCETrain TER-87751529;10
StopPoint:OCETrain TER-87751529;StopPoint:OCETrain TER-87756767;13
StopPoint:OCETrain TER-87756767;StopPoint:OCETrain TER-87756775;18
StopPoint:OCETrain TER-87756775;StopPoint:OCETrain TER-87565143;22
StopPoint:OCETrain TER-87565143;StopPoint:OCETrain TER-87756783;26
StopPoint:OCETrain TER-87756783;StopPoint:OCETrain TER-87756791;33
StopPoint:OCETrain TER-87756791;StopPoint:OCETrain TER-87756809;44
StopPoint:OCETrain TER-87756809;StopPoint:OCETrain TER-87756817;49
StopPoint:OCETrain TER-87756817;StopPoint:OCETrain TER-87756825;64
StopPoint:OCETrain TER-87756825;StopPoint:OCETrain TER-87756833;101
StopPoint:OCETrain TER-87756833;StopPoint:OCETrain TER-87756858;116
StopPoint:OCETrain TER-87756858;StopPoint:OCETrain TER-87756866;143
StopPoint:OCETrain TER-87756866;StopPoint:OCETrain TER-87756874;151
StopPoint:OCETrain TER-87756874;StopPoint:OCETrain TER-87756882;161
StopPoint:OCETrain TER-87756882;StopPoint:OCETrain TER-87756874;9
StopPoint:OCETrain TER-87611483;StopPoint:OCETrain TER-87784892;3
StopPoint:OCETrain TER-87745497;StopPoint:OCETrain TER-85162735;8
StopPoint:OCETrain TER-85162735;StopPoint:OCETrain TER-85162727;10
StopPoint:OCETrain TER-85162727;StopPoint:OCETrain TER-85171421;14
StopPoint:OCETrain TER-85171421;StopPoint:OCETrain TER-85161554;16
StopPoint:OCETrain TER-85161554;StopPoint:OCETrain TER-85010082;25
StopPoint:OCETrain TER-85010082;StopPoint:OCETrain TER-85162834;27
StopPoint:OCETrain TER-85162834;StopPoint:OCETrain TER-85010207;31
StopPoint:OCETrain TER-85010207;StopPoint:OCETrain TER-85010116;32
StopPoint:OCETrain TER-85010116;StopPoint:OCETrain TER-85010215;35
StopPoint:OCETrain TER-85010215;StopPoint:OCETrain TER-85010124;39
StopPoint:OCETrain TER-85010124;StopPoint:OCETrain TER-85010223;41
StopPoint:OCETrain TER-85010223;StopPoint:OCETrain TER-85010132;42
StopPoint:OCETrain TER-85010132;StopPoint:OCETrain TER-85010140;47
StopPoint:OCETrain TER-85010140;StopPoint:OCETrain TER-85010157;48
StopPoint:OCETrain TER-85010157;StopPoint:OCETrain TER-85010231;51
StopPoint:OCETrain TER-85010231;StopPoint:OCETrain TER-85010157;1
StopPoint:OCETrain TER-87745588;StopPoint:OCETrain TER-87745596;71
StopPoint:OCETrain TER-87745596;StopPoint:OCETrain TER-87745620;77
StopPoint:OCETrain TER-87745620;StopPoint:OCETrain TER-87745646;87
StopPoint:OCETrain TER-87745646;StopPoint:OCETrain TER-87745679;95
StopPoint:OCETrain TER-87745679;StopPoint:OCETrain TER-87745646;9
StopPoint:OCETrain TER-87746305;StopPoint:OCETrain TER-87746248;20
StopPoint:OCETrain TER-87746248;StopPoint:OCETrain TER-87746206;29
StopPoint:OCETrain TER-87746206;StopPoint:OCETrain TER-87746008;34
StopPoint:OCETrain TER-87746511;StopPoint:OCETrain TER-87746305;83
StopPoint:OCETrain TER-87746313;StopPoint:OCETrain TER-87746339;13
StopPoint:OCETrain TER-87746339;StopPoint:OCETrain TER-87746347;21
StopPoint:OCETrain TER-87746347;StopPoint:OCETrain TER-87746370;29
StopPoint:OCETrain TER-87746370;StopPoint:OCETrain TER-87746412;39
StopPoint:OCETrain TER-87746412;StopPoint:OCETrain TER-87746438;46
StopPoint:OCETrain TER-87746438;StopPoint:OCETrain TER-87746479;51
StopPoint:OCETrain TER-87746479;StopPoint:OCETrain TER-87746438;6
StopPoint:OCETrain TER-87193003;StopPoint:OCETrain TER-87193250;7
StopPoint:OCETrain TER-87193250;StopPoint:OCETrain TER-87193276;11
StopPoint:OCETrain TER-87193276;StopPoint:OCETrain TER-87193318;16
StopPoint:OCETrain TER-87193318;StopPoint:OCETrain TER-87193359;23
StopPoint:OCETrain TER-87193359;StopPoint:OCETrain TER-87192237;33
StopPoint:OCETrain TER-87192237;StopPoint:OCETrain TER-87192039;47
StopPoint:OCETrain TER-87192039;StopPoint:OCETrain TER-87192237;13
StopPoint:OCETrain TER-87193342;StopPoint:OCETrain TER-87193359;24
StopPoint:OCETrain TER-87193383;StopPoint:OCETrain TER-87192237;36
StopPoint:OCECar TER-87213256;StopPoint:OCECar TER-87407296;2
StopPoint:OCECar TER-87407296;StopPoint:OCECar TER-87668137;8
StopPoint:OCECar TER-87668137;StopPoint:OCECar TER-87406926;10
StopPoint:OCECar TER-87406926;StopPoint:OCECar TER-87213298;15
StopPoint:OCECar TER-87213298;StopPoint:OCECar TER-87668152;18
StopPoint:OCECar TER-87668152;StopPoint:OCECar TER-87193821;26
StopPoint:OCECar TER-87193821;StopPoint:OCECar TER-87668152;8
StopPoint:OCECar TER-87678524;StopPoint:OCECar TER-87407270;4
StopPoint:OCECar TER-87407270;StopPoint:OCECar TER-87213249;9
StopPoint:OCECar TER-87213249;StopPoint:OCECar TER-87213231;12
StopPoint:OCECar TER-87213231;StopPoint:OCECar TER-87407262;15
StopPoint:OCECar TER-87407262;StopPoint:OCECar TER-87213223;16
StopPoint:OCECar TER-87213223;StopPoint:OCECar TER-87213207;22
StopPoint:OCECar TER-87213207;StopPoint:OCECar TER-87406918;23
StopPoint:OCECar TER-87406918;StopPoint:OCECar TER-87213108;33
StopPoint:OCECar TER-87213108;StopPoint:OCECar TER-87407320;35
StopPoint:OCECar TER-87407320;StopPoint:OCECar TER-87213058;44
StopPoint:OCECar TER-87193839;StopPoint:OCECar TER-87642801;3
StopPoint:OCECar TER-87642801;StopPoint:OCECar TER-87193821;8
StopPoint:OCECar TER-87213058;StopPoint:OCECar TER-87407320;7
StopPoint:OCECar TER-87659847;StopPoint:OCECar TER-87659839;10
StopPoint:OCECar TER-87659839;StopPoint:OCECar TER-87213603;11
StopPoint:OCECar TER-87213603;StopPoint:OCECar TER-87659821;13
StopPoint:OCECar TER-87659821;StopPoint:OCECar TER-87659813;18
StopPoint:OCECar TER-87659813;StopPoint:OCECar TER-87213611;20
StopPoint:OCECar TER-87213611;StopPoint:OCECar TER-87659805;22
StopPoint:OCECar TER-87659805;StopPoint:OCECar TER-87659797;26
StopPoint:OCECar TER-87659797;StopPoint:OCECar TER-87659789;28
StopPoint:OCECar TER-87659789;StopPoint:OCECar TER-87659771;32
StopPoint:OCECar TER-87659771;StopPoint:OCECar TER-87659763;37
StopPoint:OCECar TER-87659763;StopPoint:OCECar TER-87659755;38
StopPoint:OCECar TER-87659755;StopPoint:OCECar TER-87212027;54
StopPoint:OCECar TER-87212027;StopPoint:OCECar TER-87659755;16
StopPoint:OCECar TER-87213421;StopPoint:OCECar TER-87213447;30
StopPoint:OCECar TER-87213447;StopPoint:OCECar TER-87213462;42
StopPoint:OCECar TER-87213462;StopPoint:OCECar TER-87213470;51
StopPoint:OCECar TER-87213470;StopPoint:OCECar TER-87213421;20
StopPoint:OCECar TER-87660381;StopPoint:OCECar TER-87660373;9
StopPoint:OCECar TER-87660373;StopPoint:OCECar TER-87660365;12
StopPoint:OCECar TER-87660365;StopPoint:OCECar TER-87660340;15
StopPoint:OCECar TER-87660340;StopPoint:OCECar TER-87660126;20
StopPoint:OCECar TER-87660126;StopPoint:OCECar TER-87213421;26
StopPoint:OCECar TER-87660050;StopPoint:OCECar TER-87660043;39
StopPoint:OCECar TER-87747881;StopPoint:OCECar TER-87213470;5
StopPoint:OCECar TER-87660043;StopPoint:OCECar TER-87660050;6
StopPoint:OCECar TER-87642306;StopPoint:OCECar TER-87642314;2
StopPoint:OCECar TER-87642314;StopPoint:OCECar TER-87702084;4
StopPoint:OCECar TER-87702084;StopPoint:OCECar TER-87213165;25
StopPoint:OCECar TER-87213165;StopPoint:OCECar TER-87678730;31
StopPoint:OCECar TER-87678730;StopPoint:OCECar TER-87658849;33
StopPoint:OCECar TER-87658849;StopPoint:OCECar TER-87595983;35
StopPoint:OCECar TER-87595983;StopPoint:OCECar TER-87213884;38
StopPoint:OCECar TER-87213884;StopPoint:OCECar TER-87678714;42
StopPoint:OCECar TER-87678714;StopPoint:OCECar TER-87678706;47
StopPoint:OCECar TER-87678706;StopPoint:OCECar TER-87678698;49
StopPoint:OCECar TER-87678698;StopPoint:OCECar TER-87678680;56
StopPoint:OCECar TER-87642298;StopPoint:OCECar TER-87754192;48
StopPoint:OCECar TER-87754192;StopPoint:OCECar TER-87212225;59
StopPoint:OCECar TER-87213785;StopPoint:OCECar TER-87642330;4
StopPoint:OCECar TER-87642330;StopPoint:OCECar TER-87213165;11
StopPoint:OCECar TER-87642223;StopPoint:OCECar TER-87642249;42
StopPoint:OCECar TER-87642249;StopPoint:OCECar TER-87642256;48
StopPoint:OCECar TER-87678466;StopPoint:OCECar TER-87702084;13
StopPoint:OCECar TER-87212225;StopPoint:OCECar TER-87754192;11
StopPoint:OCECar TER-87678680;StopPoint:OCECar TER-87678698;5
StopPoint:OCECar TER-87642256;StopPoint:OCECar TER-87642249;8
StopPoint:OCECar TER-87755108;StopPoint:OCECar TER-87702084;51
StopPoint:OCECar TER-87214056;StopPoint:OCECar TER-87214122;20
StopPoint:OCECar TER-87214122;StopPoint:OCECar TER-87214148;30
StopPoint:OCECar TER-87214148;StopPoint:OCECar TER-87212266;38
StopPoint:OCECar TER-87212266;StopPoint:OCECar TER-87212027;53
StopPoint:OCECar TER-87182014;StopPoint:OCECar TER-87182329;13
StopPoint:OCECar TER-87182329;StopPoint:OCECar TER-87182337;22
StopPoint:OCECar TER-87182337;StopPoint:OCECar TER-87654475;27
StopPoint:OCECar TER-87654475;StopPoint:OCECar TER-87182725;38
StopPoint:OCECar TER-87182725;StopPoint:OCECar TER-87654541;40
StopPoint:OCECar TER-87654541;StopPoint:OCECar TER-87182717;44
StopPoint:OCECar TER-87936989;StopPoint:OCECar TER-87639971;4
StopPoint:OCECar TER-87639971;StopPoint:OCECar TER-87213827;5
StopPoint:OCECar TER-87213827;StopPoint:OCECar TER-87639955;7
StopPoint:OCECar TER-87639955;StopPoint:OCECar TER-87639948;8
StopPoint:OCECar TER-87639948;StopPoint:OCECar TER-87639930;9
StopPoint:OCECar TER-87639930;StopPoint:OCECar TER-87639922;11
StopPoint:OCECar TER-87639922;StopPoint:OCECar TER-87212142;18
StopPoint:OCECar TER-87212142;StopPoint:OCECar TER-87639922;7
StopPoint:OCECar TER-87639963;StopPoint:OCECar TER-87213827;2
StopPoint:OCECar TER-87215665;StopPoint:OCECar TER-87215632;11
StopPoint:OCECar TER-87215632;StopPoint:OCECar TER-87193615;30
StopPoint:OCECar TER-87193615;StopPoint:OCECar TER-87215632;19
StopPoint:OCECar TER-87642348;StopPoint:OCECar TER-87213744;64
StopPoint:OCECar TER-87213744;StopPoint:OCECar TER-87642371;70
StopPoint:OCECar TER-87642371;StopPoint:OCECar TER-87642389;75
StopPoint:OCECar TER-87642389;StopPoint:OCECar TER-87215699;78
StopPoint:OCECar TER-87215699;StopPoint:OCECar TER-87658856;83
StopPoint:OCECar TER-87658856;StopPoint:OCECar TER-87658922;84
StopPoint:OCECar TER-87658922;StopPoint:OCECar TER-87215665;91
StopPoint:OCECar TER-87654384;StopPoint:OCECar TER-87654392;2
StopPoint:OCECar TER-87654392;StopPoint:OCECar TER-87654442;6
StopPoint:OCECar TER-87654442;StopPoint:OCECar TER-87213769;12
StopPoint:OCECar TER-87213769;StopPoint:OCECar TER-87654467;13
StopPoint:OCECar TER-87654467;StopPoint:OCECar TER-87213785;20
StopPoint:OCECar TER-87654590;StopPoint:OCECar TER-87654673;18
StopPoint:OCECar TER-87654673;StopPoint:OCECar TER-87212142;27
StopPoint:OCECar TER-87658716;StopPoint:OCECar TER-87212167;35
StopPoint:OCECar TER-87212167;StopPoint:OCECar TER-87658740;40
StopPoint:OCECar TER-87658740;StopPoint:OCECar TER-87212183;45
StopPoint:OCECar TER-87212183;StopPoint:OCECar TER-87212225;57
StopPoint:OCECar TER-87182642;StopPoint:OCECar TER-87659888;3
StopPoint:OCECar TER-87659888;StopPoint:OCECar TER-87659896;6
StopPoint:OCECar TER-87659896;StopPoint:OCECar TER-87182618;9
StopPoint:OCECar TER-87182618;StopPoint:OCECar TER-87659904;10
StopPoint:OCECar TER-87659904;StopPoint:OCECar TER-87659912;13
StopPoint:OCECar TER-87659912;StopPoint:OCECar TER-87659920;16
StopPoint:OCECar TER-87659920;StopPoint:OCECar TER-87659938;18
StopPoint:OCECar TER-87659938;StopPoint:OCECar TER-87659946;21
StopPoint:OCECar TER-87659946;StopPoint:OCECar TER-87659953;24
StopPoint:OCECar TER-87659953;StopPoint:OCECar TER-87182881;28
StopPoint:OCECar TER-87182881;StopPoint:OCECar TER-87659961;31
StopPoint:OCECar TER-87182063;StopPoint:OCECar TER-87659995;9
StopPoint:OCECar TER-87659995;StopPoint:OCECar TER-87182667;14
StopPoint:OCECar TER-87182667;StopPoint:OCECar TER-87182410;25
StopPoint:OCECar TER-87182410;StopPoint:OCECar TER-87659987;29
StopPoint:OCECar TER-87659987;StopPoint:OCECar TER-87659979;36
StopPoint:OCECar TER-87659979;StopPoint:OCECar TER-87182568;40
StopPoint:OCECar TER-87182568;StopPoint:OCECar TER-87182881;43
StopPoint:OCECar TER-87659961;StopPoint:OCECar TER-87659979;34
StopPoint:OCECar TER-87181131;StopPoint:OCECar TER-87182667;61
StopPoint:OCECar TER-87665240;StopPoint:OCECar TER-87665331;8
StopPoint:OCECar TER-87665331;StopPoint:OCECar TER-87665380;16
StopPoint:OCECar TER-87665380;StopPoint:OCECar TER-87181552;20
StopPoint:OCECar TER-87181552;StopPoint:OCECar TER-87665463;25
StopPoint:OCECar TER-87665463;StopPoint:OCECar TER-87182394;34
StopPoint:OCECar TER-87182394;StopPoint:OCECar TER-87665463;9
StopPoint:OCECar TER-87665265;StopPoint:OCECar TER-87665331;30
StopPoint:OCECar TER-87402297;StopPoint:OCECar TER-87665331;10
StopPoint:OCECar TER-87665455;StopPoint:OCECar TER-87665463;29
StopPoint:OCECar TER-87665471;StopPoint:OCECar TER-87665489;34
StopPoint:OCECar TER-87665489;StopPoint:OCECar TER-87182394;37
StopPoint:OCECar TER-87182816;StopPoint:OCECar TER-87665620;4
StopPoint:OCECar TER-87665620;StopPoint:OCECar TER-87665562;6
StopPoint:OCECar TER-87665562;StopPoint:OCECar TER-87665513;9
StopPoint:OCECar TER-87665513;StopPoint:OCECar TER-87665505;10
StopPoint:OCECar TER-87665505;StopPoint:OCECar TER-87182394;14
StopPoint:OCECar TER-87665356;StopPoint:OCECar TER-87665380;15
StopPoint:OCECar TER-85000109;StopPoint:OCECar TER-87182139;13
StopPoint:OCECar TER-87182139;StopPoint:OCECar TER-87659870;24
StopPoint:OCECar TER-87659870;StopPoint:OCECar TER-87659862;28
StopPoint:OCECar TER-87659862;StopPoint:OCECar TER-87182089;40
StopPoint:OCECar TER-87182089;StopPoint:OCECar TER-87659854;43
StopPoint:OCECar TER-87659854;StopPoint:OCECar TER-87182063;55
StopPoint:OCECar TER-87642363;StopPoint:OCECar TER-87642355;15
StopPoint:OCECar TER-87642355;StopPoint:OCECar TER-87213744;17
StopPoint:OCECar TER-87658930;StopPoint:OCECar TER-87338517;17
StopPoint:OCECar TER-87338517;StopPoint:OCECar TER-87212316;26
StopPoint:OCECar TER-87212316;StopPoint:OCECar TER-87658948;31
StopPoint:OCECar TER-87658948;StopPoint:OCECar TER-87659730;34
StopPoint:OCECar TER-87659730;StopPoint:OCECar TER-87212332;37
StopPoint:OCECar TER-87212332;StopPoint:OCECar TER-87212340;44
StopPoint:OCECar TER-87212340;StopPoint:OCECar TER-87212357;54
StopPoint:OCECar TER-87212357;StopPoint:OCECar TER-87212365;62
StopPoint:OCECar TER-87212365;StopPoint:OCECar TER-87212373;69
StopPoint:OCECar TER-87212373;StopPoint:OCECar TER-87212407;76
StopPoint:OCECar TER-87212407;StopPoint:OCECar TER-87212431;90
StopPoint:OCECar TER-87212431;StopPoint:OCECar TER-87212464;105
StopPoint:OCECar TER-87212464;StopPoint:OCECar TER-87212431;15
StopPoint:OCECar TER-87214247;StopPoint:OCECar TER-87660936;6
StopPoint:OCECar TER-87660936;StopPoint:OCECar TER-87660977;11
StopPoint:OCECar TER-87660977;StopPoint:OCECar TER-87214213;18
StopPoint:OCECar TER-87214213;StopPoint:OCECar TER-87711226;28
StopPoint:OCECar TER-87711226;StopPoint:OCECar TER-87214056;38
StopPoint:OCECar TER-87660910;StopPoint:OCECar TER-87214320;21
StopPoint:OCECar TER-87214320;StopPoint:OCECar TER-87214577;28
StopPoint:OCECar TER-87214577;StopPoint:OCECar TER-87214320;7
StopPoint:OCECar TER-87214528;StopPoint:OCECar TER-87214577;38
StopPoint:OCECar TER-87214726;StopPoint:OCECar TER-87214692;6
StopPoint:OCECar TER-87214692;StopPoint:OCECar TER-87214684;13
StopPoint:OCECar TER-87214684;StopPoint:OCECar TER-87660688;18
StopPoint:OCECar TER-87660688;StopPoint:OCECar TER-87660605;23
StopPoint:OCECar TER-87660605;StopPoint:OCECar TER-87214635;30
StopPoint:OCECar TER-87214635;StopPoint:OCECar TER-87660589;45
StopPoint:OCECar TER-87660589;StopPoint:OCECar TER-87660548;54
StopPoint:OCECar TER-87660548;StopPoint:OCECar TER-87214577;63
StopPoint:OCECar TER-87660571;StopPoint:OCECar TER-87660589;39
StopPoint:OCECar TER-87214627;StopPoint:OCECar TER-87214635;51
StopPoint:OCECar TER-87184002;StopPoint:OCECar TER-87184275;27
StopPoint:OCECar TER-87184275;StopPoint:OCECar TER-87182253;40
StopPoint:OCECar TER-87182253;StopPoint:OCECar TER-87182238;51
StopPoint:OCECar TER-87182238;StopPoint:OCECar TER-87654558;59
StopPoint:OCECar TER-87654558;StopPoint:OCECar TER-87654574;63
StopPoint:OCECar TER-87654574;StopPoint:OCECar TER-87182063;74
StopPoint:OCECar TER-87184267;StopPoint:OCECar TER-87184275;28
StopPoint:OCECar TER-87742197;StopPoint:OCECar TER-87214692;5
StopPoint:OCECar TER-87640938;StopPoint:OCECar TER-87640946;1
StopPoint:OCECar TER-87640946;StopPoint:OCECar TER-87640953;2
StopPoint:OCECar TER-87640953;StopPoint:OCECar TER-87640961;4
StopPoint:OCECar TER-87640961;StopPoint:OCECar TER-87640912;6
StopPoint:OCECar TER-87640912;StopPoint:OCECar TER-87640870;9
StopPoint:OCECar TER-87640870;StopPoint:OCECar TER-87678482;10
StopPoint:OCECar TER-87678482;StopPoint:OCECar TER-87640854;11
StopPoint:OCECar TER-87640854;StopPoint:OCECar TER-87640847;13
StopPoint:OCECar TER-87640847;StopPoint:OCECar TER-87640839;15
StopPoint:OCECar TER-87640839;StopPoint:OCECar TER-87678490;17
StopPoint:OCECar TER-87678490;StopPoint:OCECar TER-87640490;22
StopPoint:OCECar TER-87640490;StopPoint:OCECar TER-87640458;27
StopPoint:OCECar TER-87640458;StopPoint:OCECar TER-87640441;30
StopPoint:OCECar TER-87640441;StopPoint:OCECar TER-87640409;35
StopPoint:OCECar TER-87640409;StopPoint:OCECar TER-87214056;37
StopPoint:OCECar TER-87640789;StopPoint:OCECar TER-87640839;22
StopPoint:OCECar TER-87640920;StopPoint:OCECar TER-87640938;34
StopPoint:OCECar TER-87640979;StopPoint:OCECar TER-87640987;59
StopPoint:OCECar TER-87640987;StopPoint:OCECar TER-87640995;61
StopPoint:OCECar TER-87640995;StopPoint:OCECar TER-87641027;64
StopPoint:OCECar TER-87641027;StopPoint:OCECar TER-87641332;67
StopPoint:OCECar TER-87641332;StopPoint:OCECar TER-87144014;72
StopPoint:OCECar TER-87144014;StopPoint:OCECar TER-87641332;1
StopPoint:OCECar TER-87640805;StopPoint:OCECar TER-87640813;46
StopPoint:OCECar TER-87640813;StopPoint:OCECar TER-87640821;49
StopPoint:OCECar TER-87640821;StopPoint:OCECar TER-87640458;59
StopPoint:OCECar TER-87640482;StopPoint:OCECar TER-87640474;32
StopPoint:OCECar TER-87640474;StopPoint:OCECar TER-87640466;36
StopPoint:OCECar TER-87640466;StopPoint:OCECar TER-87640458;39
StopPoint:OCECar TER-87640375;StopPoint:OCECar TER-87640383;48
StopPoint:OCECar TER-87640383;StopPoint:OCECar TER-87640391;54
StopPoint:OCECar TER-87640391;StopPoint:OCECar TER-87640375;57
StopPoint:OCECar TER-87640797;StopPoint:OCECar TER-87640805;48
StopPoint:OCECar TER-87744235;StopPoint:OCECar TER-87214056;45
StopPoint:OCECar TER-87214858;StopPoint:OCECar TER-87640953;39
StopPoint:OCECar TER-87582858;StopPoint:OCECar TER-87582841;8
StopPoint:OCECar TER-87582841;StopPoint:OCECar TER-87582833;16
StopPoint:OCECar TER-87582833;StopPoint:OCECar TER-87582825;23
StopPoint:OCECar TER-87582825;StopPoint:OCECar TER-87582775;29
StopPoint:OCETrain TER-87281006;StopPoint:OCETrain TER-87281105;7
StopPoint:OCETrain TER-87281105;StopPoint:OCETrain TER-87286302;27
StopPoint:OCETrain TER-87286302;StopPoint:OCETrain TER-87286179;36
StopPoint:OCETrain TER-87286179;StopPoint:OCETrain TER-87286146;44
StopPoint:OCETrain TER-87286146;StopPoint:OCETrain TER-87286005;58
StopPoint:OCETrain TER-87413013;StopPoint:OCETrain TER-87413344;15
StopPoint:OCETrain TER-87413344;StopPoint:OCETrain TER-87413385;29
StopPoint:OCETrain TER-87413385;StopPoint:OCETrain TER-87411017;53
StopPoint:OCECar TER-87641001;StopPoint:OCECar TER-87641357;31
StopPoint:OCECar TER-87641357;StopPoint:OCECar TER-87576322;68
StopPoint:OCECar TER-87576322;StopPoint:OCECar TER-87576009;125
StopPoint:OCECar TER-87734004;StopPoint:OCECar TER-87734053;22
StopPoint:OCECar TER-87734053;StopPoint:OCECar TER-87409417;34
StopPoint:OCECar TER-87409417;StopPoint:OCECar TER-87734129;42
StopPoint:OCECar TER-87734129;StopPoint:OCECar TER-87589564;52
StopPoint:OCECar TER-87589564;StopPoint:OCECar TER-87732404;57
StopPoint:OCECar TER-87732404;StopPoint:OCECar TER-87589572;3
StopPoint:OCECar TER-87589572;StopPoint:OCECar TER-87589564;7
StopPoint:OCECar TER-87576009;StopPoint:OCECar TER-87641001;95
StopPoint:OCECar TER-87594572;StopPoint:OCECar TER-87594754;19
StopPoint:OCECar TER-87594754;StopPoint:OCECar TER-87594762;29
StopPoint:OCECar TER-87594762;StopPoint:OCECar TER-87645135;81
StopPoint:OCECar TER-87645135;StopPoint:OCECar TER-87645002;111
StopPoint:OCECar TER-87645002;StopPoint:OCECar TER-87645192;30
StopPoint:OCECar TER-87645192;StopPoint:OCECar TER-87645168;52
